,Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Duration_Category,Duration_h
210,Multiple carriers,6/06/2019,Delhi,Cochin,DEL → HYD → COK,07:05,16:10,9h 5m,1 stop,No info,9646.0,Medium,9.083333333333334h
211,Multiple carriers,3/06/2019,Delhi,Cochin,DEL → BOM → COK,08:30,19:15,10h 45m,1 stop,No info,7677.0,Long-haul,10.75h
214,Vistara,9/06/2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,18:50,11h 40m,1 stop,No info,9555.0,Long-haul,11.666666666666666h
215,IndiGo,1/06/2019,Banglore,Delhi,BLR → DEL,01:30,04:15,2h 45m,non-stop,No info,4077.0,Short-haul,2.75h
216,Jet Airways,12/05/2019,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,non-stop,No info,7229.0,Short-haul,2.9166666666666665h
217,Multiple carriers,9/06/2019,Delhi,Cochin,DEL → BOM → COK,09:00,19:00,10h,1 stop,No info,12192.0,Long-haul,10.0h
218,Air India,12/04/2019,Banglore,Delhi,BLR → DEL,10:00,12:45,2h 45m,non-stop,,5911.0,Short-haul,2.75h
221,Multiple carriers,9/05/2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:15,9h 15m,1 stop,No info,14323.0,Medium,9.25h
222,Jet Airways,9/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25 10 Jun,22h 55m,2 stops,No info,13014.0,Extreme duration,22.916666666666668h
223,Air India,6/06/2019,Delhi,Cochin,DEL → CCU → BOM → COK,14:25,19:15 07 Jun,28h 50m,2 stops,No info,13591.0,Extreme duration,28.833333333333332h
225,IndiGo,27/04/2019,Banglore,Delhi,BLR → DEL,23:30,02:20 28 Apr,2h 50m,non-stop,No info,3943.0,Short-haul,2.8333333333333335h
227,Jet Airways,27/05/2019,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,non-stop,In-flight meal not included,4995.0,Short-haul,1.5h
228,Air India,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,16:50,18:30 25 Mar,25h 40m,1 stop,No info,14641.0,Extreme duration,25.666666666666668h
229,Air India,12/04/2019,Kolkata,Banglore,CCU → BLR,20:45,23:20,2h 35m,non-stop,No info,4460.0,Short-haul,2.5833333333333335h
230,Air India,18/05/2019,Delhi,Cochin,DEL → BOM → COK,13:00,19:15,6h 15m,1 stop,No info,10191.0,Medium,6.25h
231,Jet Airways,9/03/2019,Delhi,Cochin,DEL → BOM → COK,02:15,19:45,17h 30m,1 stop,In-flight meal not included,13843.0,Extreme duration,17.5h
232,IndiGo,1/05/2019,Delhi,Cochin,DEL → LKO → COK,21:50,03:35 02 May,5h 45m,1 stop,No info,5054.0,Medium,5.75h
233,Air Asia,1/05/2019,Kolkata,Banglore,CCU → BLR,10:20,12:55,2h 35m,non-stop,No info,4409.0,Short-haul,2.5833333333333335h
234,Jet Airways,6/03/2019,Delhi,Cochin,DEL → BOM → COK,18:15,19:45 07 Mar,25h 30m,1 stop,No info,17024.0,Extreme duration,25.5h
235,Multiple carriers,18/05/2019,Delhi,Cochin,DEL → BOM → COK,07:05,21:00,13h 55m,1 stop,No info,13727.0,Long-haul,13.916666666666666h
236,IndiGo,15/03/2019,Banglore,New Delhi,BLR → DEL,18:25,21:20,2h 55m,non-stop,No info,8855.0,Short-haul,2.9166666666666665h
237,Multiple carriers,24/06/2019,Delhi,Cochin,DEL → BOM → COK,08:45,19:00,10h 15m,1 stop,No info,12524.0,Long-haul,10.25h
239,Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,12:00,5h 30m,1 stop,In-flight meal not included,10844.0,Medium,5.5h
241,SpiceJet,12/06/2019,Chennai,Kolkata,MAA → CCU,09:45,12:00,2h 15m,non-stop,No check-in baggage included,3543.0,Short-haul,2.25h
242,Vistara,18/03/2019,Chennai,Kolkata,MAA → CCU,07:05,09:20,2h 15m,non-stop,No info,4842.0,Short-haul,2.25h
243,IndiGo,24/04/2019,Banglore,Delhi,BLR → DEL,23:30,02:20 25 Apr,2h 50m,non-stop,No info,5054.0,Short-haul,2.8333333333333335h
244,Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,19:15,04:25 10 Jun,9h 10m,1 stop,In-flight meal not included,10577.0,Medium,9.166666666666666h
245,IndiGo,15/05/2019,Delhi,Cochin,DEL → BOM → COK,10:35,21:00,10h 25m,1 stop,No info,6979.0,Long-haul,10.416666666666666h
246,Vistara,27/06/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No info,11982.0,Short-haul,2.3333333333333335h
247,SpiceJet,6/06/2019,Delhi,Cochin,DEL → PNQ → COK,08:45,13:15,4h 30m,1 stop,No info,5264.0,Short-haul,4.5h
248,Vistara,3/03/2019,Delhi,Cochin,DEL → COK,06:00,09:10,3h 10m,non-stop,No info,8001.0,Short-haul,3.1666666666666665h
250,Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,19:50 25 May,27h 20m,1 stop,In-flight meal not included,10844.0,Extreme duration,27.333333333333332h
251,Multiple carriers,27/03/2019,Delhi,Cochin,DEL → HYD → COK,09:45,22:20,12h 35m,1 stop,No info,6601.0,Long-haul,12.583333333333334h
252,Air India,21/03/2019,Delhi,Cochin,DEL → BOM → COK,19:00,19:15 22 Mar,24h 15m,1 stop,No info,6587.0,Extreme duration,24.25h
253,SpiceJet,21/03/2019,Mumbai,Hyderabad,BOM → HYD,13:10,14:30,1h 20m,non-stop,No info,3173.0,Short-haul,1.3333333333333333h
254,Air India,9/05/2019,Banglore,Delhi,BLR → DEL,10:00,12:45,2h 45m,non-stop,No info,5228.0,Short-haul,2.75h
255,Jet Airways,21/06/2019,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,non-stop,In-flight meal not included,5769.0,Short-haul,3.0h
258,IndiGo,3/06/2019,Banglore,Delhi,BLR → DEL,22:10,01:00 04 Jun,2h 50m,non-stop,,3359.0,Short-haul,2.8333333333333335h
259,GoAir,03/03/2019,Banglore,New Delhi,BLR → DEL,20:55,23:50,2h 55m,non-stop,No info,6722.0,Short-haul,2.9166666666666665h
261,IndiGo,9/03/2019,Delhi,Cochin,DEL → HYD → COK,04:55,16:10,11h 15m,1 stop,No info,6171.0,Long-haul,11.25h
262,Air India,21/05/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,20:25,14h 35m,2 stops,No info,12303.0,Long-haul,14.583333333333334h
264,IndiGo,24/06/2019,Delhi,Cochin,DEL → BOM → COK,11:25,01:30 25 Jun,14h 5m,1 stop,No info,5684.0,Long-haul,14.083333333333334h
265,Air India,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,16:50,07:55 13 Jun,15h 5m,1 stop,No info,8366.0,Long-haul,15.083333333333334h
266,Air India,1/03/2019,Chennai,Kolkata,MAA → CCU,11:40,13:55,2h 15m,non-stop,No info,19630.0,Short-haul,2.25h
267,Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,14:05,05:05 07 Mar,15h,1 stop,In-flight meal not included,13502.0,Long-haul,15.0h
268,Jet Airways,1/05/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,10:05 02 May,12h 55m,1 stop,No info,14781.0,Long-haul,12.916666666666666h
269,Multiple carriers,12/06/2019,Delhi,Cochin,DEL → HYD → COK,07:10,16:10,9h,1 stop,No info,10197.0,Medium,9.0h
270,Air India,1/06/2019,Delhi,Cochin,DEL → BOM → COK,07:00,19:15,12h 15m,1 stop,No info,9929.0,Long-haul,12.25h
272,Air India,9/04/2019,Delhi,Cochin,DEL → MAA → COK,06:05,09:25 10 Apr,27h 20m,1 stop,No info,4487.0,Extreme duration,27.333333333333332h
273,IndiGo,15/03/2019,Mumbai,Hyderabad,BOM → HYD,21:20,22:45,1h 25m,non-stop,No info,2754.0,Short-haul,1.4166666666666667h
275,SpiceJet,12/06/2019,Kolkata,Banglore,CCU → IXB → BLR,15:55,21:25,5h 30m,1 stop,No info,8224.0,Medium,5.5h
276,Air India,9/03/2019,Delhi,Cochin,DEL → BLR → COK,20:30,08:15 10 Mar,11h 45m,1 stop,No info,8991.0,Long-haul,11.75h
277,IndiGo,24/06/2019,Delhi,Cochin,DEL → COK,05:35,08:50,3h 15m,non-stop,No info,5000.0,Short-haul,3.25h
278,Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,19:50 13 Jun,24h 55m,1 stop,,8529.0,Extreme duration,24.916666666666668h
279,Air India,3/03/2019,Delhi,Cochin,DEL → MAA → COK,06:05,09:25 04 Mar,27h 20m,1 stop,No info,14042.0,Extreme duration,27.333333333333332h
280,Jet Airways,24/05/2019,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,In-flight meal not included,4030.0,Short-haul,2.9166666666666665h
281,Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,12:00 07 Jun,17h 5m,1 stop,In-flight meal not included,10844.0,Extreme duration,17.083333333333332h
282,IndiGo,6/05/2019,Kolkata,Banglore,CCU → BLR,21:25,00:05 07 May,2h 40m,non-stop,No info,4804.0,Short-haul,2.6666666666666665h
284,IndiGo,12/05/2019,Banglore,Delhi,BLR → DEL,16:55,19:55,3h,non-stop,No info,4823.0,Short-haul,3.0h
285,Jet Airways,24/06/2019,Delhi,Cochin,DEL → BOM → COK,09:00,12:35 25 Jun,27h 35m,1 stop,In-flight meal not included,10262.0,Extreme duration,27.583333333333332h
286,Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,20:55,04:25 28 May,7h 30m,1 stop,In-flight meal not included,12898.0,Medium,7.5h
287,Air India,12/03/2019,Banglore,New Delhi,BLR → BOM → JDH → DEL,17:25,16:20 13 Mar,22h 55m,2 stops,No info,12778.0,Extreme duration,22.916666666666668h
288,IndiGo,3/03/2019,Delhi,Cochin,DEL → BOM → COK,04:45,13:20,8h 35m,1 stop,No info,14871.0,Medium,8.583333333333334h
289,Air India,21/03/2019,Delhi,Cochin,DEL → UDR → BOM → COK,13:20,19:15 22 Mar,29h 55m,2 stops,No info,8708.0,Extreme duration,29.916666666666668h
290,Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,18:15 07 Jun,22h 15m,1 stop,In-flight meal not included,10844.0,Extreme duration,22.25h
291,SpiceJet,6/03/2019,Mumbai,Hyderabad,BOM → HYD,05:45,07:05,1h 20m,non-stop,No info,4129.0,Short-haul,1.3333333333333333h
292,IndiGo,18/05/2019,Kolkata,Banglore,CCU → BLR,21:25,00:05 19 May,2h 40m,non-stop,No info,4804.0,Short-haul,2.6666666666666665h
296,Multiple carriers,6/06/2019,Delhi,Cochin,DEL → BOM → COK,07:30,19:15,11h 45m,1 stop,No info,10197.0,Long-haul,11.75h
297,Vistara,9/05/2019,Banglore,Delhi,BLR → DEL,17:00,19:35,2h 35m,non-stop,No info,4878.0,Short-haul,2.5833333333333335h
300,Air Asia,12/05/2019,Kolkata,Banglore,CCU → BLR,10:20,12:55,2h 35m,non-stop,No info,5216.0,Short-haul,2.5833333333333335h
301,Jet Airways,6/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25 07 Jun,22h 55m,2 stops,In-flight meal not included,10368.0,Extreme duration,22.916666666666668h
302,IndiGo,9/03/2019,Delhi,Cochin,DEL → HYD → MAA → COK,06:40,21:20,14h 40m,2 stops,No info,8146.0,Long-haul,14.666666666666666h
303,Jet Airways,27/03/2019,Delhi,Cochin,DEL → BOM → COK,13:00,04:25 28 Mar,15h 25m,1 stop,No info,12242.0,Long-haul,15.416666666666666h
304,Jet Airways,15/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:00,15:15,7h 15m,1 stop,In-flight meal not included,11507.0,Medium,7.25h
305,Air India,6/06/2019,Delhi,Cochin,DEL → HYD → MAA → COK,13:15,09:25 07 Jun,20h 10m,2 stops,No info,10939.0,Extreme duration,20.166666666666668h
306,Air India,6/06/2019,Delhi,Cochin,DEL → GOI → BOM → COK,10:55,07:40 07 Jun,20h 45m,2 stops,No info,11753.0,Extreme duration,20.75h
308,Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,19:50 22 May,23h 50m,1 stop,In-flight meal not included,10844.0,Extreme duration,23.833333333333332h
309,Jet Airways,3/06/2019,Delhi,Cochin,DEL → BOM → COK,16:00,19:00 04 Jun,27h,1 stop,No info,14714.0,Extreme duration,27.0h
310,Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,12:00,5h 30m,1 stop,In-flight meal not included,11507.0,Medium,5.5h
311,IndiGo,3/03/2019,Delhi,Cochin,DEL → BOM → COK,09:10,21:00,11h 50m,1 stop,No info,14871.0,Long-haul,11.833333333333334h
312,IndiGo,6/03/2019,Chennai,Kolkata,MAA → CCU,13:20,15:35,2h 15m,non-stop,No info,7295.0,Short-haul,2.25h
313,Air India,6/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,18:45,19:15 07 Jun,24h 30m,2 stops,No info,13465.0,Extreme duration,24.5h
314,SpiceJet,21/05/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No check-in baggage included,3543.0,Short-haul,2.3333333333333335h
315,Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,19:00,01:30 28 Jun,6h 30m,1 stop,No info,7198.0,Medium,6.5h
316,Jet Airways,1/06/2019,Delhi,Cochin,DEL → BOM → COK,08:00,04:25 02 Jun,20h 25m,1 stop,In-flight meal not included,10262.0,Extreme duration,20.416666666666668h
317,IndiGo,15/03/2019,Kolkata,Banglore,CCU → BLR,15:20,17:55,2h 35m,non-stop,No info,4148.0,Short-haul,2.5833333333333335h
318,Jet Airways,27/06/2019,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,non-stop,,8016.0,Short-haul,2.9166666666666665h
319,Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,22:50,04:25 10 Jun,5h 35m,1 stop,In-flight meal not included,10262.0,Medium,5.583333333333333h
320,SpiceJet,15/06/2019,Kolkata,Banglore,CCU → BLR,14:55,17:25,2h 30m,non-stop,No check-in baggage included,3841.0,Short-haul,2.5h
321,Jet Airways,12/03/2019,Banglore,New Delhi,BLR → MAA → DEL,09:45,00:30 13 Mar,14h 45m,1 stop,No info,11507.0,Long-haul,14.75h
322,Jet Airways,1/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,20:45,12h 20m,1 stop,No info,14781.0,Long-haul,12.333333333333334h
323,Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,17:30,19:00 28 May,25h 30m,1 stop,No info,16079.0,Extreme duration,25.5h
324,Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,22:50,04:25 28 May,5h 35m,1 stop,In-flight meal not included,12898.0,Medium,5.583333333333333h
325,Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,07:30,19:15,11h 45m,1 stop,No info,15353.0,Long-haul,11.75h
326,IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,18:25,21:20,2h 55m,non-stop,No info,7303.0,Short-haul,2.9166666666666665h
327,SpiceJet,24/03/2019,Kolkata,Banglore,CCU → MAA → BLR,15:05,20:45,5h 40m,1 stop,No info,6197.0,Medium,5.666666666666667h
328,Air India,9/06/2019,Kolkata,Banglore,CCU → BBI → BLR,09:10,13:15,4h 5m,1 stop,No info,8996.0,Short-haul,4.083333333333333h
329,IndiGo,21/03/2019,Delhi,Cochin,DEL → HYD → COK,14:20,22:20,8h,1 stop,No info,6528.0,Medium,8.0h
330,GoAir,9/04/2019,Banglore,Delhi,BLR → DEL,20:55,23:40,2h 45m,non-stop,No info,4239.0,Short-haul,2.75h
332,SpiceJet,24/05/2019,Banglore,Delhi,BLR → DEL,21:10,00:05 25 May,2h 55m,non-stop,No info,3971.0,Short-haul,2.9166666666666665h
333,Air Asia,6/05/2019,Kolkata,Banglore,CCU → DEL → BLR,07:35,23:30,15h 55m,1 stop,No info,5192.0,Long-haul,15.916666666666666h
334,Jet Airways,9/04/2019,Delhi,Cochin,DEL → AMD → BOM → COK,13:25,12:35 10 Apr,23h 10m,2 stops,No info,9483.0,Extreme duration,23.166666666666668h
335,Jet Airways,3/06/2019,Delhi,Cochin,DEL → JDH → BOM → COK,11:40,19:00,7h 20m,2 stops,No info,18804.0,Medium,7.333333333333333h
336,Air India,18/06/2019,Delhi,Cochin,DEL → COK,05:10,08:00,2h 50m,non-stop,No info,5201.0,Short-haul,2.8333333333333335h
337,Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,11:30,19:00,7h 30m,1 stop,No info,16079.0,Medium,7.5h
338,Jet Airways,15/06/2019,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,non-stop,,7229.0,Short-haul,3.0h
339,Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,17:45,01:30 28 May,7h 45m,1 stop,No info,6795.0,Medium,7.75h
341,Multiple carriers,24/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,15:05,01:30 25 Jun,10h 25m,2 stops,No info,15965.0,Long-haul,10.416666666666666h
344,Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:00,9h,1 stop,No info,16079.0,Medium,9.0h
345,Jet Airways,12/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,21:25,12:35 13 Jun,15h 10m,2 stops,In-flight meal not included,11507.0,Long-haul,15.166666666666666h
346,Air India,9/06/2019,Kolkata,Banglore,CCU → BOM → COK → BLR,09:25,13:45 10 Jun,28h 20m,2 stops,No info,11542.0,Extreme duration,28.333333333333332h
348,Jet Airways,27/04/2019,Banglore,Delhi,BLR → DEL,06:00,08:45,2h 45m,non-stop,In-flight meal not included,4544.0,Short-haul,2.75h
349,IndiGo,15/05/2019,Delhi,Cochin,DEL → BLR → COK,05:10,10:05,4h 55m,1 stop,No info,6496.0,Short-haul,4.916666666666667h
350,IndiGo,15/06/2019,Kolkata,Banglore,CCU → BLR,21:25,00:05 16 Jun,2h 40m,non-stop,No info,4804.0,Short-haul,2.6666666666666665h
352,Jet Airways,27/03/2019,Delhi,Cochin,DEL → BOM → COK,18:15,04:25 28 Mar,10h 10m,1 stop,In-flight meal not included,6540.0,Long-haul,10.166666666666666h
353,IndiGo,1/06/2019,Banglore,Delhi,BLR → DEL,23:30,02:20 02 Jun,2h 50m,non-stop,No info,4591.0,Short-haul,2.8333333333333335h
355,Air Asia,21/03/2019,Delhi,Cochin,DEL → BLR → COK,20:10,07:10 22 Mar,11h,1 stop,No info,6151.0,Long-haul,11.0h
356,Jet Airways,21/06/2019,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,non-stop,In-flight meal not included,7754.0,Short-haul,3.0h
357,Jet Airways,24/06/2019,Delhi,Cochin,DEL → BOM → COK,14:00,12:35 25 Jun,22h 35m,1 stop,In-flight meal not included,10262.0,Extreme duration,22.583333333333332h
359,SpiceJet,24/03/2019,Kolkata,Banglore,CCU → BLR,06:55,09:35,2h 40m,non-stop,No check-in baggage included,3873.0,Short-haul,2.6666666666666665h
360,Vistara,27/06/2019,Banglore,Delhi,BLR → DEL,11:30,14:20,2h 50m,non-stop,No info,4668.0,Short-haul,2.8333333333333335h
362,Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,16:55,04:45 25 Mar,11h 50m,1 stop,No info,14231.0,Long-haul,11.833333333333334h
363,Air India,15/05/2019,Delhi,Cochin,DEL → TRV → COK,05:15,06:50 16 May,25h 35m,1 stop,No info,8425.0,Extreme duration,25.583333333333332h
364,Multiple carriers,12/06/2019,Delhi,Cochin,DEL → HYD → COK,07:05,22:30,15h 25m,1 stop,No info,9646.0,Long-haul,15.416666666666666h
366,Air Asia,9/04/2019,Kolkata,Banglore,CCU → BBI → BLR,06:50,10:30,3h 40m,1 stop,No info,5162.0,Short-haul,3.6666666666666665h
367,IndiGo,09/03/2019,Banglore,New Delhi,BLR → DEL,18:25,21:20,2h 55m,non-stop,No info,6860.0,Short-haul,2.9166666666666665h
369,Air Asia,24/05/2019,Kolkata,Banglore,CCU → DEL → BLR,07:35,19:25,11h 50m,1 stop,No info,5192.0,Long-haul,11.833333333333334h
370,IndiGo,9/04/2019,Banglore,Delhi,BLR → DEL,20:00,22:50,2h 50m,non-stop,No info,4823.0,Short-haul,2.8333333333333335h
371,SpiceJet,3/04/2019,Banglore,Delhi,BLR → DEL,09:30,12:20,2h 50m,non-stop,No check-in baggage included,3919.0,Short-haul,2.8333333333333335h
372,IndiGo,3/06/2019,Mumbai,Hyderabad,BOM → HYD,19:05,20:35,1h 30m,non-stop,No info,2754.0,Short-haul,1.5h
373,Multiple carriers,9/05/2019,Delhi,Cochin,DEL → BOM → COK,07:30,19:00,11h 30m,1 stop,No info,9315.0,Long-haul,11.5h
375,Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,04:40 13 Jun,20h 15m,1 stop,In-flight meal not included,6224.0,Extreme duration,20.25h
376,Air India,24/03/2019,Kolkata,Banglore,CCU → BOM → GOI → BLR,09:25,05:35 25 Mar,20h 10m,2 stops,No info,13349.0,Extreme duration,20.166666666666668h
377,Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,16:55,09:00 16 Mar,16h 5m,1 stop,In-flight meal not included,11087.0,Long-haul,16.083333333333332h
378,Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,13:00,01:35 07 Mar,12h 35m,1 stop,,15603.0,Long-haul,12.583333333333334h
379,Jet Airways,9/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,12:35 10 May,17h 5m,2 stops,No info,15129.0,Extreme duration,17.083333333333332h
380,IndiGo,9/04/2019,Banglore,Delhi,BLR → DEL,16:55,19:55,3h,non-stop,No info,4823.0,Short-haul,3.0h
381,Vistara,1/05/2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,22:40,15h 30m,1 stop,No info,8452.0,Long-haul,15.5h
382,Multiple carriers,6/06/2019,Delhi,Cochin,DEL → BOM → COK,07:30,19:00,11h 30m,1 stop,No info,12524.0,Long-haul,11.5h
383,SpiceJet,27/03/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No info,3384.0,Short-haul,2.3333333333333335h
384,Jet Airways,1/06/2019,Delhi,Cochin,DEL → BOM → COK,19:15,19:00 02 Jun,23h 45m,1 stop,In-flight meal not included,10262.0,Extreme duration,23.75h
387,Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,18:15,19:00 28 May,24h 45m,1 stop,,16079.0,Extreme duration,24.75h
388,Jet Airways,1/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,21:25,19:00 02 Jun,21h 35m,2 stops,No info,11507.0,Extreme duration,21.583333333333332h
389,Air Asia,9/05/2019,Delhi,Cochin,DEL → BLR → COK,07:55,13:25,5h 30m,1 stop,No info,6751.0,Medium,5.5h
390,Air India,15/05/2019,Delhi,Cochin,DEL → BOM → COK,07:00,19:15,12h 15m,1 stop,No info,8669.0,Long-haul,12.25h
392,Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,14:00,19:00,5h,1 stop,In-flight meal not included,12898.0,Medium,5.0h
393,SpiceJet,6/06/2019,Banglore,Delhi,BLR → DEL,09:30,12:20,2h 50m,non-stop,No check-in baggage included,3919.0,Short-haul,2.8333333333333335h
396,Air India,09/03/2019,Banglore,New Delhi,BLR → DEL,17:00,19:45,2h 45m,non-stop,No info,10741.0,Short-haul,2.75h
397,Air India,6/06/2019,Kolkata,Banglore,CCU → BOM → GOI → BLR,16:50,05:35 07 Jun,12h 45m,2 stops,No info,11432.0,Long-haul,12.75h
399,Jet Airways,3/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,09:35,12:35 04 Jun,27h,2 stops,No info,11507.0,Extreme duration,27.0h
400,Air India,15/06/2019,Delhi,Cochin,DEL → RPR → NAG → BOM → COK,05:15,07:40 16 Jun,26h 25m,3 stops,No info,10493.0,Extreme duration,26.416666666666668h
401,GoAir,09/03/2019,Banglore,New Delhi,BLR → DEL,07:45,10:40,2h 55m,non-stop,No info,7631.0,Short-haul,2.9166666666666665h
402,Air India,6/06/2019,Delhi,Cochin,DEL → CCU → BOM → COK,06:50,07:40 07 Jun,24h 50m,2 stops,No info,13381.0,Extreme duration,24.833333333333332h
403,Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,04:40 07 Jun,8h 40m,1 stop,No info,13731.0,Medium,8.666666666666666h
404,Air India,21/05/2019,Delhi,Cochin,DEL → BHO → BOM → COK,05:55,07:40 22 May,25h 45m,2 stops,No info,11911.0,Extreme duration,25.75h
406,Multiple carriers,3/06/2019,Delhi,Cochin,DEL → BOM → COK,13:00,19:15,6h 15m,1 stop,No info,14848.0,Medium,6.25h
408,Air India,18/05/2019,Delhi,Cochin,DEL → HYD → BOM → COK,17:15,19:15 19 May,26h,2 stops,No info,12392.0,Extreme duration,26.0h
409,Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,12:00 13 Jun,17h 5m,1 stop,No info,13044.0,Extreme duration,17.083333333333332h
411,Jet Airways,21/03/2019,Delhi,Cochin,DEL → BOM → COK,22:50,04:25 22 Mar,5h 35m,1 stop,No info,12242.0,Medium,5.583333333333333h
413,Vistara,24/03/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,22:10 25 Mar,25h 50m,1 stop,No info,11105.0,Extreme duration,25.833333333333332h
414,Jet Airways,12/05/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,09:20 13 May,12h 10m,1 stop,No info,14388.0,Long-haul,12.166666666666666h
415,Jet Airways,18/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,12:35 19 May,17h 5m,2 stops,No info,13014.0,Extreme duration,17.083333333333332h
416,Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,10:20,18:50,8h 30m,1 stop,No info,15411.0,Medium,8.5h
417,Jet Airways,9/03/2019,Delhi,Cochin,DEL → BOM → COK,19:45,18:50 10 Mar,23h 5m,1 stop,No info,16289.0,Extreme duration,23.083333333333332h
