,duration,station_A_id,station_A_name,station_B_id,station_B_name,bike_id,user_type,user_birth_year,user_gender,user_type_cat,duration_trim,duration_time,tire_sizes,ride_date
202,22 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),97,14th St at Mission St,5423,3,1993,Male,3,22,22,27,2021-01-14
203,23 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),97,14th St at Mission St,5226,2,1981,Male,2,23,23,27,2023-12-31
204,23 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),97,14th St at Mission St,4820,2,1993,Male,2,23,23,26,2024-07-28
205,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),350,8th St at Brannan St,1396,2,1997,Male,2,5,5,27,2020-05-21
206,17 minutes,30,San Francisco Caltrain (Townsend St at 4th St),371,Lombard St at Columbus Ave,5051,2,1984,Male,2,17,17,27,2021-03-01
207,14 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),116,Mississippi St at 17th St,5463,3,1988,Female,3,14,14,26,2024-07-10
208,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,4716,2,1984,Male,2,6,6,26,2025-05-12
209,6 minutes,81,Berry St at 4th St,116,Mississippi St at 17th St,4768,2,1988,Male,2,6,6,27,2020-12-24
210,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5,Powell St BART Station (Market St at 5th St),4344,2,1984,Female,2,5,5,26,2024-05-26
211,15 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),76,McCoppin St at Valencia St,4601,2,1985,Female,2,15,15,27,2022-07-20
212,13 minutes,81,Berry St at 4th St,6,The Embarcadero at Sansome St,4613,2,1981,Male,2,13,13,27,2024-12-28
213,3 minutes,22,Howard St at Beale St,284,Yerba Buena Center for the Arts (Howard St at 3rd St),1514,1,1994,Male,1,3,3,26,2024-06-25
214,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),60,8th St at Ringold St,2174,2,1979,Male,2,8,8,26,2025-01-27
215,14 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),967,1,1987,Male,1,14,14,26,2024-06-01
216,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),91,Berry St at King St,4780,2,1982,Male,2,3,3,27,2024-05-07
217,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),350,8th St at Brannan St,4426,2,1988,Male,2,3,3,27,2021-04-03
218,2 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),79,7th St at Brannan St,5458,2,1975,Male,2,2,2,26,2025-02-27
219,14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),109,17th St at Valencia St,5029,1,1988,Female,1,14,14,27,2023-11-05
220,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),30,San Francisco Caltrain (Townsend St at 4th St),2960,2,1991,Female,2,10,10,27,2025-07-14
221,7 minutes,3,Powell St BART Station (Market St at 4th St),19,Post St at Kearny St,5570,2,1995,Male,2,7,7,26,2022-10-24
222,11 minutes,21,Montgomery St BART Station (Market St at 2nd St),364,China Basin St at 3rd St,2481,2,1989,Male,2,11,11,27,2023-02-23
223,19 minutes,21,Montgomery St BART Station (Market St at 2nd St),355,23rd St at Tennessee St,2238,3,1984,Male,3,19,19,27,2025-01-04
224,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,5561,3,1988,Male,3,5,5,26,2021-04-03
225,9 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),4969,3,1978,Male,3,9,9,27,2023-07-20
226,7 minutes,81,Berry St at 4th St,27,Beale St at Harrison St,4574,2,1992,Male,2,7,7,27,2025-07-05
227,26 minutes,22,Howard St at Beale St,120,Mission Dolores Park,3053,2,1987,Female,2,26,26,27,2026-02-23
228,7 minutes,22,Howard St at Beale St,284,Yerba Buena Center for the Arts (Howard St at 3rd St),4655,2,1986,Female,2,7,7,26,2025-10-06
229,4 minutes,3,Powell St BART Station (Market St at 4th St),5,Powell St BART Station (Market St at 5th St),1126,3,1994,Female,3,4,4,27,2021-05-28
230,7 minutes,3,Powell St BART Station (Market St at 4th St),14,Clay St at Battery St,160,1,1979,Male,1,7,7,26,2024-07-01
231,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),61,Howard St at 8th St,491,2,1991,Male,2,8,8,27,2024-04-14
232,14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),10,Washington St at Kearny St,5007,2,1984,Male,2,14,14,26,2020-07-02
233,9 minutes,3,Powell St BART Station (Market St at 4th St),350,8th St at Brannan St,4390,2,1986,Male,2,9,9,26,2022-04-03
234,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),66,3rd St at Townsend St,5230,2,1984,Male,2,9,9,27,2022-08-06
235,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),3681,2,1979,Male,2,10,10,26,2023-03-16
236,6 minutes,16,Steuart St at Market St,323,Broadway at Kearny,5229,3,1976,Other,3,6,6,27,2022-01-25
237,6 minutes,81,Berry St at 4th St,23,The Embarcadero at Steuart St,5549,2,1992,Male,2,6,6,26,2021-07-02
238,9 minutes,5,Powell St BART Station (Market St at 5th St),78,Folsom St at 9th St,5538,2,1989,Male,2,9,9,27,2021-11-29
239,26 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),371,Lombard St at Columbus Ave,5396,2,1989,Male,2,26,26,27,2021-10-27
240,5 minutes,5,Powell St BART Station (Market St at 5th St),21,Montgomery St BART Station (Market St at 2nd St),4716,1,1999,Male,1,5,5,26,2022-11-12
241,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),321,5th St at Folsom,4934,2,1993,Female,2,4,4,26,2022-07-20
242,3 minutes,5,Powell St BART Station (Market St at 5th St),321,5th St at Folsom,3208,3,1984,Male,3,3,3,26,2023-07-14
243,13 minutes,3,Powell St BART Station (Market St at 4th St),112,Harrison St at 17th St,5228,2,1989,Male,2,13,13,26,2021-02-08
244,19 minutes,81,Berry St at 4th St,131,22nd St at Dolores St,4611,3,1982,Male,3,19,19,27,2022-10-30
245,9 minutes,16,Steuart St at Market St,324,Union Square (Powell St at Post St),2147,2,1990,Other,2,9,9,26,2021-02-22
246,15 minutes,30,San Francisco Caltrain (Townsend St at 4th St),10,Washington St at Kearny St,4980,2,1992,Female,2,15,15,27,2020-07-16
247,20 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),39,Scott St at Golden Gate Ave,5566,3,1992,Male,3,20,20,27,2022-04-30
248,11 minutes,3,Powell St BART Station (Market St at 4th St),6,The Embarcadero at Sansome St,5114,3,1982,Male,3,11,11,26,2024-02-16
249,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),93,4th St at Mission Bay Blvd S,4746,3,1983,Male,3,12,12,27,2022-08-27
250,5 minutes,16,Steuart St at Market St,20,Mechanics Monument Plaza (Market St at Bush St),1052,1,1960,Male,1,5,5,27,2026-03-26
251,10 minutes,81,Berry St at 4th St,87,Folsom St at 13th St,5369,2,1984,Female,2,10,10,26,2023-03-09
252,15 minutes,3,Powell St BART Station (Market St at 4th St),95,Sanchez St at 15th St,5479,1,1985,Male,1,15,15,27,2021-07-08
253,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,1630,2,1995,Female,2,10,10,26,2025-08-29
254,13 minutes,22,Howard St at Beale St,93,4th St at Mission Bay Blvd S,300,2,1987,Male,2,13,13,27,2023-10-12
255,26 minutes,30,San Francisco Caltrain (Townsend St at 4th St),377,Fell St at Stanyan St,5267,2,1986,Male,2,26,26,26,2021-10-19
256,12 minutes,3,Powell St BART Station (Market St at 4th St),365,Turk St at Fillmore St,5496,3,1980,Male,3,12,12,26,2022-07-15
257,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,4613,3,1991,Male,3,8,8,27,2025-04-04
258,6 minutes,3,Powell St BART Station (Market St at 4th St),81,Berry St at 4th St,5549,1,1981,Male,1,6,6,26,2025-11-03
259,14 minutes,16,Steuart St at Market St,73,Pierce St at Haight St,4453,3,1988,Male,3,14,14,27,2024-08-17
260,15 minutes,5,Powell St BART Station (Market St at 5th St),375,Grove St at Masonic Ave,4351,1,1988,Female,1,15,15,27,2022-05-02
261,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),8,The Embarcadero at Vallejo St,1544,3,1991,Female,3,10,10,27,2024-06-28
262,7 minutes,81,Berry St at 4th St,350,8th St at Brannan St,5475,2,1995,Male,2,7,7,27,2023-02-06
263,6 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,2436,2,1987,Female,2,6,6,26,2020-05-26
264,15 minutes,3,Powell St BART Station (Market St at 4th St),336,Potrero Ave and Mariposa St,4717,1,1983,Male,1,15,15,27,2020-10-15
265,21 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),70,Central Ave at Fell St,4772,1,1992,Male,1,21,21,27,2020-10-26
266,8 minutes,81,Berry St at 4th St,16,Steuart St at Market St,5229,2,1980,Male,2,8,8,27,2026-01-11
267,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,1563,2,1983,Male,2,10,10,27,2020-09-26
268,11 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5536,1,1982,Female,1,11,11,26,2021-05-14
269,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),350,8th St at Brannan St,5535,3,1989,Male,3,12,12,27,2025-03-24
270,14 minutes,30,San Francisco Caltrain (Townsend St at 4th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),355,1,1986,Male,1,14,14,26,2025-10-23
271,15 minutes,16,Steuart St at Market St,114,Rhode Island St at 17th St,5145,3,1973,Male,3,15,15,26,2021-09-26
272,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),22,Howard St at Beale St,2881,1,1979,Male,1,3,3,26,2021-08-22
273,10 minutes,81,Berry St at 4th St,14,Clay St at Battery St,5168,2,1988,Male,2,10,10,26,2025-02-14
274,19 minutes,3,Powell St BART Station (Market St at 4th St),110,17th & Folsom Street Park (17th St at Folsom St),5573,3,1988,Male,3,19,19,26,2023-03-15
275,11 minutes,5,Powell St BART Station (Market St at 5th St),365,Turk St at Fillmore St,4966,3,1992,Female,3,11,11,27,2022-06-25
276,9 minutes,3,Powell St BART Station (Market St at 4th St),356,Valencia St at Clinton Park,5487,2,1985,Male,2,9,9,27,2025-02-14
277,4 minutes,16,Steuart St at Market St,24,Spear St at Folsom St,1914,2,1994,Female,2,4,4,27,2024-04-24
278,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),116,Mississippi St at 17th St,4442,1,1990,Male,1,12,12,26,2025-02-17
279,8 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),1267,1,1986,Male,1,8,8,27,2024-01-08
280,7 minutes,81,Berry St at 4th St,321,5th St at Folsom,5137,1,1996,Male,1,7,7,27,2024-06-12
281,40 minutes,21,Montgomery St BART Station (Market St at 2nd St),371,Lombard St at Columbus Ave,5286,2,1993,Male,2,40,40,26,2025-01-14
282,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),24,Spear St at Folsom St,1841,3,1987,Male,3,6,6,26,2024-07-03
283,15 minutes,22,Howard St at Beale St,112,Harrison St at 17th St,5265,3,1983,Male,3,15,15,26,2021-12-10
284,12 minutes,5,Powell St BART Station (Market St at 5th St),285,Webster St at O'Farrell St,5470,1,1978,Female,1,12,12,26,2025-01-11
285,14 minutes,5,Powell St BART Station (Market St at 5th St),63,Bryant St at 6th St,3057,3,1994,Male,3,14,14,27,2024-11-30
286,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),4,Cyril Magnin St at Ellis St,2648,2,1965,Male,2,5,5,27,2021-07-25
287,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),62,Victoria Manalo Draves Park,5063,2,1990,Male,2,6,6,27,2026-01-29
288,11 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5226,2,1986,Male,2,11,11,26,2021-12-21
289,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),27,Beale St at Harrison St,2978,2,1984,Male,2,9,9,26,2021-08-26
290,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),27,Beale St at Harrison St,5494,1,1988,Male,1,6,6,26,2024-04-25
291,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),78,Folsom St at 9th St,5407,3,1988,Male,3,8,8,27,2023-09-24
292,24 minutes,5,Powell St BART Station (Market St at 5th St),36,Folsom St at 3rd St,4432,3,1988,Male,3,24,24,27,2025-05-30
293,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),491,2,1988,Male,2,10,10,27,2020-05-20
294,4 minutes,81,Berry St at 4th St,104,4th St at 16th St,5463,2,1985,Female,2,4,4,26,2021-07-17
295,1 minutes,22,Howard St at Beale St,22,Howard St at Beale St,1014,2,1982,Female,2,1,1,26,2026-01-02
296,5 minutes,5,Powell St BART Station (Market St at 5th St),63,Bryant St at 6th St,5520,2,1972,Male,2,5,5,27,2022-07-06
297,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),284,Yerba Buena Center for the Arts (Howard St at 3rd St),5400,3,1978,Male,3,6,6,27,2023-08-08
298,15 minutes,81,Berry St at 4th St,8,The Embarcadero at Vallejo St,1514,2,1988,Male,2,15,15,27,2023-12-02
299,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),2941,2,1967,Male,2,8,8,27,2022-04-08
300,15 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),1864,2,1990,Female,2,15,15,27,2023-12-28
301,26 minutes,3,Powell St BART Station (Market St at 4th St),39,Scott St at Golden Gate Ave,2072,2,1994,Female,2,26,26,26,2021-12-10
302,25 minutes,21,Montgomery St BART Station (Market St at 2nd St),118,Eureka Valley Recreation Center,5425,2,1990,Male,2,25,25,26,2024-07-04
303,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),1565,2,1972,Male,2,8,8,27,2025-03-27
304,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),30,San Francisco Caltrain (Townsend St at 4th St),5535,2,1994,Male,2,12,12,27,2024-03-03
305,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,4795,3,1979,Male,3,7,7,27,2023-04-19
306,13 minutes,21,Montgomery St BART Station (Market St at 2nd St),74,Laguna St at Hayes St,851,1,1990,Male,1,13,13,26,2020-06-10
307,20 minutes,81,Berry St at 4th St,371,Lombard St at Columbus Ave,1417,3,1986,Male,3,20,20,27,2021-03-19
308,17 minutes,30,San Francisco Caltrain (Townsend St at 4th St),6,The Embarcadero at Sansome St,3363,1,1990,Female,1,17,17,27,2024-07-31
309,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),321,5th St at Folsom,5222,2,1995,Male,2,3,3,26,2024-02-16
310,16 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3743,2,1973,Female,2,16,16,26,2025-12-19
311,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),324,Union Square (Powell St at Post St),4761,3,1996,Male,3,10,10,26,2022-12-26
312,7 minutes,5,Powell St BART Station (Market St at 5th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3716,2,1992,Male,2,7,7,26,2024-04-04
313,7 minutes,16,Steuart St at Market St,36,Folsom St at 3rd St,3392,2,1974,Male,2,7,7,26,2020-10-05
314,16 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),84,Duboce Park,5204,1,1981,Male,1,16,16,27,2021-09-28
315,14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),365,Turk St at Fillmore St,4970,2,1987,Male,2,14,14,26,2021-11-14
316,19 minutes,30,San Francisco Caltrain (Townsend St at 4th St),95,Sanchez St at 15th St,5045,1,1984,Female,1,19,19,27,2025-03-17
317,13 minutes,22,Howard St at Beale St,92,Mission Bay Kids Park,2727,1,1976,Male,1,13,13,26,2021-02-13
318,7 minutes,3,Powell St BART Station (Market St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5222,3,1988,Female,3,7,7,27,2024-05-05
319,21 minutes,5,Powell St BART Station (Market St at 5th St),104,4th St at 16th St,5530,3,1990,Female,3,21,21,27,2024-06-30
320,11 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5400,1,1974,Male,1,11,11,27,2025-02-02
321,4 minutes,22,Howard St at Beale St,284,Yerba Buena Center for the Arts (Howard St at 3rd St),336,2,1989,Male,2,4,4,26,2023-08-14
322,6 minutes,5,Powell St BART Station (Market St at 5th St),60,8th St at Ringold St,5527,1,1992,Male,1,6,6,26,2024-05-21
323,15 minutes,30,San Francisco Caltrain (Townsend St at 4th St),96,Dolores St at 15th St,4972,2,1986,Male,2,15,15,26,2021-02-07
324,21 minutes,21,Montgomery St BART Station (Market St at 2nd St),89,Division St at Potrero Ave,4945,2,1996,Male,2,21,21,27,2024-03-06
325,14 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),4613,2,1991,Male,2,14,14,26,2026-02-04
326,21 minutes,21,Montgomery St BART Station (Market St at 2nd St),24,Spear St at Folsom St,5237,2,1962,Male,2,21,21,26,2021-02-20
327,13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),6,The Embarcadero at Sansome St,4773,1,1990,Female,1,13,13,26,2023-05-02
328,12 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),2664,2,1982,Male,2,12,12,26,2024-03-13
329,5 minutes,16,Steuart St at Market St,323,Broadway at Kearny,5228,2,1983,Male,2,5,5,26,2025-09-01
330,10 minutes,3,Powell St BART Station (Market St at 4th St),96,Dolores St at 15th St,4383,3,1993,Male,3,10,10,26,2025-04-11
331,11 minutes,3,Powell St BART Station (Market St at 4th St),90,Townsend St at 7th St,4816,3,1994,Male,3,11,11,27,2024-11-12
332,15 minutes,81,Berry St at 4th St,17,Embarcadero BART Station (Beale St at Market St),1891,1,1979,Male,1,15,15,27,2024-07-26
333,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),58,Market St at 10th St,5350,2,1994,Male,2,12,12,27,2022-10-05
334,8 minutes,81,Berry St at 4th St,22,Howard St at Beale St,5265,2,1969,Female,2,8,8,26,2021-09-18
335,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),24,Spear St at Folsom St,5031,1,1958,Male,1,6,6,26,2025-12-03
336,12 minutes,21,Montgomery St BART Station (Market St at 2nd St),74,Laguna St at Hayes St,4671,1,1990,Male,1,12,12,26,2023-05-04
337,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5396,2,1992,Male,2,6,6,26,2026-04-01
338,4 minutes,5,Powell St BART Station (Market St at 5th St),41,Golden Gate Ave at Polk St,4744,2,1968,Male,2,4,4,26,2024-12-18
339,24 minutes,16,Steuart St at Market St,104,4th St at 16th St,4611,3,1969,Male,3,24,24,27,2020-09-20
340,14 minutes,16,Steuart St at Market St,101,15th St at Potrero Ave,4969,3,1981,Male,3,14,14,26,2025-03-20
341,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),62,Victoria Manalo Draves Park,4344,1,1973,Female,1,9,9,27,2025-12-02
342,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,2459,3,1982,Male,3,10,10,26,2025-11-25
343,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),5487,1,1992,Male,1,9,9,26,2022-05-02
344,7 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,4370,2,1992,Male,2,7,7,27,2023-09-02
345,25 minutes,3,Powell St BART Station (Market St at 4th St),93,4th St at Mission Bay Blvd S,643,2,1996,Female,2,25,25,26,2022-05-11
346,18 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),115,Jackson Playground,4991,2,1957,Male,2,18,18,26,2020-10-07
347,23 minutes,3,Powell St BART Station (Market St at 4th St),137,Jersey St at Castro St,4648,2,1989,Male,2,23,23,27,2024-05-31
348,8 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),2684,1,1987,Male,1,8,8,26,2025-08-02
349,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),43,San Francisco Public Library (Grove St at Hyde St),2230,2,1988,Other,2,9,9,27,2021-01-08
350,28 minutes,3,Powell St BART Station (Market St at 4th St),119,18th St at Noe St,4933,2,1974,Male,2,28,28,26,2022-07-14
351,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,5559,3,1985,Male,3,6,6,26,2024-08-10
